Word,total_occurrences,misclassified_occurrences,misclassification_percentage
museum,17,5,29.411764705882355
hundreds,34,10,29.411764705882355
apartment,17,5,29.411764705882355
strike,17,5,29.411764705882355
showing,17,5,29.411764705882355
ready,34,10,29.411764705882355
drop,17,5,29.411764705882355
door,17,5,29.411764705882355
procedure,34,10,29.411764705882355
italy,116,34,29.310344827586203
emissions,41,12,29.268292682926827
banks,65,19,29.230769230769234
return,65,19,29.230769230769234
path,24,7,29.166666666666668
corporate,24,7,29.166666666666668
relevant,24,7,29.166666666666668
clean,24,7,29.166666666666668
powers,24,7,29.166666666666668
message,48,14,29.166666666666668
contribute,24,7,29.166666666666668
growth,96,28,29.166666666666668
preparing,24,7,29.166666666666668
decreased,24,7,29.166666666666668
targeted,31,9,29.03225806451613
brussels,31,9,29.03225806451613
stating,31,9,29.03225806451613
try,31,9,29.03225806451613
cda,31,9,29.03225806451613
context,38,11,28.947368421052634
tests,38,11,28.947368421052634
17,45,13,28.888888888888886
army,59,17,28.8135593220339
few,118,34,28.8135593220339
jobs,73,21,28.767123287671232
technology,80,23,28.749999999999996
aggressive,7,2,28.57142857142857
missing,7,2,28.57142857142857
advocates,7,2,28.57142857142857
herzegovina,7,2,28.57142857142857
nobody,7,2,28.57142857142857
soul,7,2,28.57142857142857
frozen,7,2,28.57142857142857
guaranteed,14,4,28.57142857142857
ran,7,2,28.57142857142857
clothes,7,2,28.57142857142857
qatari,7,2,28.57142857142857
overthrow,7,2,28.57142857142857
dealing,21,6,28.57142857142857
insist,7,2,28.57142857142857
contrast,14,4,28.57142857142857
included,28,8,28.57142857142857
selected,7,2,28.57142857142857
protesters,21,6,28.57142857142857
threshold,7,2,28.57142857142857
worker,7,2,28.57142857142857
bruno,7,2,28.57142857142857
detriment,7,2,28.57142857142857
fee,14,4,28.57142857142857
closer,14,4,28.57142857142857
belonging,7,2,28.57142857142857
interventions,14,4,28.57142857142857
rewarded,7,2,28.57142857142857
conviction,7,2,28.57142857142857
penalty,21,6,28.57142857142857
walking,7,2,28.57142857142857
guaidó,7,2,28.57142857142857
flick,7,2,28.57142857142857
permission,14,4,28.57142857142857
temporary,14,4,28.57142857142857
inadequate,7,2,28.57142857142857
ancient,7,2,28.57142857142857
kurdish,14,4,28.57142857142857
roads,14,4,28.57142857142857
signing,7,2,28.57142857142857
sister,7,2,28.57142857142857
personalized,14,4,28.57142857142857
everyone,84,24,28.57142857142857
condition,28,8,28.57142857142857
entering,21,6,28.57142857142857
ramadan,7,2,28.57142857142857
arrivals,7,2,28.57142857142857
station,28,8,28.57142857142857
desk,7,2,28.57142857142857
endangered,7,2,28.57142857142857
deterioration,7,2,28.57142857142857
transactions,7,2,28.57142857142857
reviews,7,2,28.57142857142857
reaching,14,4,28.57142857142857
aimed,21,6,28.57142857142857
strengths,7,2,28.57142857142857
disasters,7,2,28.57142857142857
chains,7,2,28.57142857142857
revised,7,2,28.57142857142857
witnessed,7,2,28.57142857142857
exposed,14,4,28.57142857142857
holders,7,2,28.57142857142857
pcf,7,2,28.57142857142857
clothing,7,2,28.57142857142857
sovereignty,21,6,28.57142857142857
highlights,7,2,28.57142857142857
insulting,7,2,28.57142857142857
healthcare,14,4,28.57142857142857
hosting,7,2,28.57142857142857
undermine,7,2,28.57142857142857
rest,28,8,28.57142857142857
inspectors,7,2,28.57142857142857
boat,7,2,28.57142857142857
entitled,21,6,28.57142857142857
lasted,7,2,28.57142857142857
survived,7,2,28.57142857142857
bonus,7,2,28.57142857142857
cypriot,7,2,28.57142857142857
arrive,14,4,28.57142857142857
upgrading,7,2,28.57142857142857
opposing,7,2,28.57142857142857
decent,7,2,28.57142857142857
occupied,7,2,28.57142857142857
arm,7,2,28.57142857142857
properties,14,4,28.57142857142857
explaining,7,2,28.57142857142857
terrorism,28,8,28.57142857142857
sides,21,6,28.57142857142857
historian,7,2,28.57142857142857
yang,7,2,28.57142857142857
santos,7,2,28.57142857142857
grown,7,2,28.57142857142857
promising,7,2,28.57142857142857
galatasaray,14,4,28.57142857142857
risky,7,2,28.57142857142857
masks,14,4,28.57142857142857
victims,35,10,28.57142857142857
email,7,2,28.57142857142857
belong,7,2,28.57142857142857
resolution,14,4,28.57142857142857
virtually,7,2,28.57142857142857
villages,7,2,28.57142857142857
lives,49,14,28.57142857142857
attack,70,20,28.57142857142857
democrat,7,2,28.57142857142857
suitable,14,4,28.57142857142857
moments,7,2,28.57142857142857
lifted,7,2,28.57142857142857
produces,7,2,28.57142857142857
61,7,2,28.57142857142857
smuggled,7,2,28.57142857142857
maintained,14,4,28.57142857142857
vague,7,2,28.57142857142857
delays,7,2,28.57142857142857
orbit,7,2,28.57142857142857
kemal,14,4,28.57142857142857
rhinoceros,7,2,28.57142857142857
scenario,28,8,28.57142857142857
unified,7,2,28.57142857142857
kumanov,7,2,28.57142857142857
decline,14,4,28.57142857142857
valid,7,2,28.57142857142857
observers,7,2,28.57142857142857
diseases,14,4,28.57142857142857
factories,14,4,28.57142857142857
dos,7,2,28.57142857142857
shall,7,2,28.57142857142857
deserve,7,2,28.57142857142857
outbreaks,7,2,28.57142857142857
mobilized,7,2,28.57142857142857
satisfaction,7,2,28.57142857142857
fault,7,2,28.57142857142857
parents,56,16,28.57142857142857
accusations,14,4,28.57142857142857
sharp,7,2,28.57142857142857
powerless,7,2,28.57142857142857
alleged,21,6,28.57142857142857
hydroelectric,7,2,28.57142857142857
amounted,7,2,28.57142857142857
instructed,7,2,28.57142857142857
danger,21,6,28.57142857142857
43,7,2,28.57142857142857
authoritative,7,2,28.57142857142857
lazzerini,7,2,28.57142857142857
als,21,6,28.57142857142857
authorization,7,2,28.57142857142857
resistance,21,6,28.57142857142857
uae,7,2,28.57142857142857
emphasis,14,4,28.57142857142857
audit,7,2,28.57142857142857
agents,14,4,28.57142857142857
olds,7,2,28.57142857142857
expelled,7,2,28.57142857142857
terrorists,7,2,28.57142857142857
mosque,14,4,28.57142857142857
william,7,2,28.57142857142857
twenty,7,2,28.57142857142857
severely,7,2,28.57142857142857
norway,7,2,28.57142857142857
face,95,27,28.421052631578945
yet,88,25,28.40909090909091
senior,53,15,28.30188679245283
air,53,15,28.30188679245283
attacks,39,11,28.205128205128204
plan,117,33,28.205128205128204
protect,71,20,28.169014084507044
ground,32,9,28.125
buy,32,9,28.125
assad,32,9,28.125
humanity,32,9,28.125
source,32,9,28.125
purchase,32,9,28.125
possible,189,53,28.04232804232804
intervention,25,7,28.000000000000004
warning,25,7,28.000000000000004
fields,25,7,28.000000000000004
brain,25,7,28.000000000000004
laws,25,7,28.000000000000004
brexit,25,7,28.000000000000004
reforms,25,7,28.000000000000004
cars,43,12,27.906976744186046
planning,43,12,27.906976744186046
severe,36,10,27.77777777777778
views,18,5,27.77777777777778
whom,36,10,27.77777777777778
track,18,5,27.77777777777778
base,18,5,27.77777777777778
took,90,25,27.77777777777778
warming,18,5,27.77777777777778
seekers,18,5,27.77777777777778
homes,54,15,27.77777777777778
fear,36,10,27.77777777777778
preparation,18,5,27.77777777777778
stronger,18,5,27.77777777777778
sophia,18,5,27.77777777777778
came,83,23,27.710843373493976
crime,47,13,27.659574468085108
freedom,76,21,27.631578947368425
knows,29,8,27.586206896551722
decree,29,8,27.586206896551722
awareness,29,8,27.586206896551722
2021,116,32,27.586206896551722
indeed,29,8,27.586206896551722
safe,29,8,27.586206896551722
chairman,80,22,27.500000000000004
units,40,11,27.500000000000004
stability,51,14,27.450980392156865
increasing,51,14,27.450980392156865
peoples,11,3,27.27272727272727
invitation,11,3,27.27272727272727
sharply,11,3,27.27272727272727
shanghai,11,3,27.27272727272727
title,11,3,27.27272727272727
coalition,55,15,27.27272727272727
somewhat,11,3,27.27272727272727
allegations,11,3,27.27272727272727
deficit,11,3,27.27272727272727
aviation,11,3,27.27272727272727
expenditure,11,3,27.27272727272727
surrounding,11,3,27.27272727272727
nurses,11,3,27.27272727272727
perform,11,3,27.27272727272727
conducted,22,6,27.27272727272727
certain,55,15,27.27272727272727
excess,11,3,27.27272727272727
port,11,3,27.27272727272727
ownership,11,3,27.27272727272727
update,11,3,27.27272727272727
reflected,11,3,27.27272727272727
arise,11,3,27.27272727272727
bus,11,3,27.27272727272727
placed,22,6,27.27272727272727
blue,22,6,27.27272727272727
subjected,11,3,27.27272727272727
fun,11,3,27.27272727272727
noa,11,3,27.27272727272727
afterwards,11,3,27.27272727272727
willing,11,3,27.27272727272727
strive,11,3,27.27272727272727
claiming,11,3,27.27272727272727
link,11,3,27.27272727272727
strongly,22,6,27.27272727272727
respectively,11,3,27.27272727272727
41,11,3,27.27272727272727
weekly,11,3,27.27272727272727
dismissal,11,3,27.27272727272727
pfizer,22,6,27.27272727272727
fired,22,6,27.27272727272727
functioning,11,3,27.27272727272727
conversion,11,3,27.27272727272727
lasting,11,3,27.27272727272727
81,11,3,27.27272727272727
vein,11,3,27.27272727272727
toward,22,6,27.27272727272727
swiss,11,3,27.27272727272727
graduates,11,3,27.27272727272727
transform,11,3,27.27272727272727
sit,11,3,27.27272727272727
lavrov,11,3,27.27272727272727
finds,11,3,27.27272727272727
devices,22,6,27.27272727272727
battle,22,6,27.27272727272727
deadline,11,3,27.27272727272727
approved,48,13,27.083333333333332
allow,48,13,27.083333333333332
places,37,10,27.027027027027028
feel,37,10,27.027027027027028
tourism,63,17,26.984126984126984
greater,26,7,26.923076923076923
order,197,53,26.903553299492383
late,41,11,26.82926829268293
various,41,11,26.82926829268293
your,138,37,26.811594202898554
nation,71,19,26.76056338028169
personal,45,12,26.666666666666668
rich,15,4,26.666666666666668
request,45,12,26.666666666666668
decide,30,8,26.666666666666668
unknown,15,4,26.666666666666668
imposed,30,8,26.666666666666668
150,15,4,26.666666666666668
competitive,15,4,26.666666666666668
implemented,30,8,26.666666666666668
70,30,8,26.666666666666668
succeed,15,4,26.666666666666668
1999,15,4,26.666666666666668
purchases,15,4,26.666666666666668
allocated,15,4,26.666666666666668
jerusalem,15,4,26.666666666666668
hope,45,12,26.666666666666668
explain,15,4,26.666666666666668
slow,15,4,26.666666666666668
dutch,60,16,26.666666666666668
improved,15,4,26.666666666666668
setting,15,4,26.666666666666668
mask,15,4,26.666666666666668
agreements,49,13,26.53061224489796
bill,34,9,26.47058823529412
positions,34,9,26.47058823529412
falun,53,14,26.41509433962264
felt,19,5,26.31578947368421
keeping,19,5,26.31578947368421
realize,19,5,26.31578947368421
returned,19,5,26.31578947368421
park,19,5,26.31578947368421
knowledge,38,10,26.31578947368421
contact,38,10,26.31578947368421
meloni,19,5,26.31578947368421
art,19,5,26.31578947368421
else,19,5,26.31578947368421
encourage,19,5,26.31578947368421
percentage,19,5,26.31578947368421
knew,19,5,26.31578947368421
whose,57,15,26.31578947368421
isolation,19,5,26.31578947368421
funds,57,15,26.31578947368421
stable,19,5,26.31578947368421
corona,80,21,26.25
amount,65,17,26.153846153846157
citizens,130,34,26.153846153846157
peace,65,17,26.153846153846157
ask,23,6,26.08695652173913
smart,23,6,26.08695652173913
stopped,23,6,26.08695652173913
task,23,6,26.08695652173913
land,46,12,26.08695652173913
commitments,23,6,26.08695652173913
regarding,69,18,26.08695652173913
bring,69,18,26.08695652173913
financing,23,6,26.08695652173913
governor,46,12,26.08695652173913
gdp,27,7,25.925925925925924
palestinian,27,7,25.925925925925924
sentenced,27,7,25.925925925925924
bar,27,7,25.925925925925924
non,62,16,25.806451612903224
call,62,16,25.806451612903224
follows,35,9,25.71428571428571
anyone,35,9,25.71428571428571
policies,35,9,25.71428571428571
independence,35,9,25.71428571428571
payment,35,9,25.71428571428571
form,39,10,25.64102564102564
construction,39,10,25.64102564102564
lack,67,17,25.37313432835821
queen,8,2,25.0
limitations,4,1,25.0
authorize,4,1,25.0
whatsapp,4,1,25.0
creates,24,6,25.0
counseling,4,1,25.0
mediated,4,1,25.0
abdullah,4,1,25.0
clashes,4,1,25.0
budgets,8,2,25.0
apartments,4,1,25.0
outdated,4,1,25.0
bashar,4,1,25.0
eli,4,1,25.0
straits,4,1,25.0
arises,4,1,25.0
gush,8,2,25.0
organs,4,1,25.0
helicopters,4,1,25.0
exercise,20,5,25.0
theme,4,1,25.0
exams,12,3,25.0
enlargement,4,1,25.0
combat,24,6,25.0
israelis,4,1,25.0
avi,4,1,25.0
fashion,8,2,25.0
estimation,4,1,25.0
shelah,4,1,25.0
dan,8,2,25.0
titles,4,1,25.0
conte,12,3,25.0
cheated,4,1,25.0
luther,4,1,25.0
color,8,2,25.0
unchanged,4,1,25.0
staffing,4,1,25.0
lobby,4,1,25.0
administratively,4,1,25.0
oct,4,1,25.0
remind,4,1,25.0
baltov,4,1,25.0
jews,8,2,25.0
liberated,4,1,25.0
allocation,12,3,25.0
00,24,6,25.0
yongzhen,4,1,25.0
diagnostic,4,1,25.0
landing,4,1,25.0
mine,4,1,25.0
lived,12,3,25.0
excuse,4,1,25.0
prompted,4,1,25.0
350,8,2,25.0
maps,4,1,25.0
mattarella,4,1,25.0
yordanov,4,1,25.0
indicative,4,1,25.0
bathroom,4,1,25.0
serosi,4,1,25.0
schedules,4,1,25.0
tables,4,1,25.0
occupation,16,4,25.0
admiral,4,1,25.0
command,12,3,25.0
evacuated,8,2,25.0
patron,4,1,25.0
graduation,4,1,25.0
diagnosis,12,3,25.0
mossad,8,2,25.0
superiority,4,1,25.0
tunisia,4,1,25.0
105,4,1,25.0
collège,4,1,25.0
futures,4,1,25.0
lunch,4,1,25.0
disruptions,4,1,25.0
weiler,4,1,25.0
strictly,4,1,25.0
bnb,4,1,25.0
exceed,4,1,25.0
defendants,24,6,25.0
rejection,4,1,25.0
zealand,4,1,25.0
loud,4,1,25.0
tolerance,4,1,25.0
mks,4,1,25.0
duration,4,1,25.0
escalated,4,1,25.0
clouds,4,1,25.0
alternatively,4,1,25.0
quirin,4,1,25.0
derived,4,1,25.0
herbert,4,1,25.0
kickl,4,1,25.0
sanction,4,1,25.0
dictatorship,4,1,25.0
intact,4,1,25.0
distance,36,9,25.0
maneuver,4,1,25.0
tear,4,1,25.0
honestly,4,1,25.0
logistical,4,1,25.0
negligence,4,1,25.0
presentation,8,2,25.0
surveyed,4,1,25.0
separatism,4,1,25.0
tanker,4,1,25.0
anchored,4,1,25.0
emirate,4,1,25.0
arabian,4,1,25.0
sight,4,1,25.0
yossi,4,1,25.0
abnormal,4,1,25.0
democracies,4,1,25.0
uwe,4,1,25.0
publications,4,1,25.0
breaks,4,1,25.0
delayed,12,3,25.0
standstill,4,1,25.0
precautionary,4,1,25.0
attracted,4,1,25.0
suv,4,1,25.0
sheets,4,1,25.0
feet,8,2,25.0
rail,4,1,25.0
merchant,4,1,25.0
dora,4,1,25.0
ben,16,4,25.0
select,4,1,25.0
08,4,1,25.0
stressing,4,1,25.0
insects,4,1,25.0
crypto,4,1,25.0
successes,8,2,25.0
den,4,1,25.0
iyi,8,2,25.0
2035,4,1,25.0
tesla,16,4,25.0
judgments,4,1,25.0
flights,8,2,25.0
76,4,1,25.0
excluded,4,1,25.0
fruits,4,1,25.0
abandonment,4,1,25.0
kabul,4,1,25.0
unique,24,6,25.0
precedent,4,1,25.0
repeatedly,20,5,25.0
supervisory,4,1,25.0
nyt,4,1,25.0
destination,4,1,25.0
qualities,4,1,25.0
j,4,1,25.0
unpredictable,4,1,25.0
geneva,12,3,25.0
agencies,16,4,25.0
neighborhood,20,5,25.0
inequalities,4,1,25.0
professionals,12,3,25.0
cast,8,2,25.0
hanging,4,1,25.0
punishing,4,1,25.0
conventional,4,1,25.0
expansion,20,5,25.0
violence,56,14,25.0
awaits,4,1,25.0
recommending,4,1,25.0
prize,8,2,25.0
medal,4,1,25.0
speculation,8,2,25.0
protects,4,1,25.0
applicable,4,1,25.0
evil,8,2,25.0
interrupted,4,1,25.0
stems,4,1,25.0
witness,4,1,25.0
demonstration,12,3,25.0
parc,4,1,25.0
column,4,1,25.0
ecosystem,4,1,25.0
dj,4,1,25.0
technically,4,1,25.0
conducive,4,1,25.0
kei,4,1,25.0
animation,4,1,25.0
tablet,4,1,25.0
virtues,4,1,25.0
necessities,4,1,25.0
coordinators,4,1,25.0
victimization,4,1,25.0
nationalism,4,1,25.0
recruitment,24,6,25.0
trap,4,1,25.0
landed,4,1,25.0
sounds,12,3,25.0
shower,4,1,25.0
impasse,4,1,25.0
unusual,4,1,25.0
proactive,4,1,25.0
salvador,8,2,25.0
feasible,4,1,25.0
emir,4,1,25.0
normally,8,2,25.0
lawsuits,8,2,25.0
biontech,8,2,25.0
confirm,12,3,25.0
checked,4,1,25.0
2nd,4,1,25.0
nerve,4,1,25.0
indigenous,4,1,25.0
heaven,4,1,25.0
strongest,4,1,25.0
mentioning,4,1,25.0
listening,4,1,25.0
unilateral,4,1,25.0
memoranda,4,1,25.0
medication,4,1,25.0
27th,4,1,25.0
trolleys,4,1,25.0
capability,4,1,25.0
interests,68,17,25.0
inheritance,4,1,25.0
detection,4,1,25.0
sincerely,4,1,25.0
table,28,7,25.0
sub,4,1,25.0
pub,4,1,25.0
consideration,8,2,25.0
closing,20,5,25.0
grove,4,1,25.0
disrupted,4,1,25.0
oh,4,1,25.0
competing,4,1,25.0
fehmi,8,2,25.0
governmental,4,1,25.0
uncertain,4,1,25.0
66,4,1,25.0
polluted,4,1,25.0
centuries,8,2,25.0
destroying,8,2,25.0
dutchman,4,1,25.0
horn,8,2,25.0
critically,4,1,25.0
cargo,4,1,25.0
sloot,4,1,25.0
impulse,4,1,25.0
encouraging,12,3,25.0
restricted,4,1,25.0
poorer,8,2,25.0
fail,16,4,25.0
ferrari,4,1,25.0
expo,4,1,25.0
hawija,4,1,25.0
christenunie,4,1,25.0
cohen,8,2,25.0
teaches,4,1,25.0
necessity,4,1,25.0
incitement,4,1,25.0
greenhouse,8,2,25.0
models,20,5,25.0
conspiracy,4,1,25.0
safer,4,1,25.0
watch,12,3,25.0
decay,4,1,25.0
grave,4,1,25.0
surprise,12,3,25.0
prix,4,1,25.0
tiger,4,1,25.0
expiration,4,1,25.0
90,20,5,25.0
spend,16,4,25.0
spreads,4,1,25.0
fragile,4,1,25.0
excel,4,1,25.0
harm,20,5,25.0
daraa,4,1,25.0
medyanet,8,2,25.0
inline,8,2,25.0
adv,8,2,25.0
cemal,4,1,25.0
süreya,4,1,25.0
hearts,4,1,25.0
2027,4,1,25.0
ohnsorge,8,2,25.0
procedural,4,1,25.0
637,4,1,25.0
hatip,4,1,25.0
monthly,8,2,25.0
fasting,16,4,25.0
parameters,8,2,25.0
propose,16,4,25.0
regulators,4,1,25.0
occupational,4,1,25.0
san,12,3,25.0
stroke,4,1,25.0
degradation,4,1,25.0
showdown,4,1,25.0
regain,4,1,25.0
intensive,20,5,25.0
130,4,1,25.0
kılıçdaroğlu,8,2,25.0
whenever,4,1,25.0
rhetoric,8,2,25.0
ideology,4,1,25.0
disclosure,4,1,25.0
matteo,8,2,25.0
bouaou,4,1,25.0
distancing,4,1,25.0
application,32,8,25.0
saved,8,2,25.0
printed,4,1,25.0
jurisdiction,8,2,25.0
lasts,4,1,25.0
servants,4,1,25.0
providers,16,4,25.0
personalised,4,1,25.0
clients,8,2,25.0
wisconsin,4,1,25.0
fca,4,1,25.0
mhp,4,1,25.0
brink,4,1,25.0
neither,12,3,25.0
assets,12,3,25.0
discussions,24,6,25.0
lenders,4,1,25.0
rescuing,4,1,25.0
assemblies,4,1,25.0
seconds,4,1,25.0
overcoming,8,2,25.0
injury,4,1,25.0
plenary,8,2,25.0
pursue,4,1,25.0
universities,20,5,25.0
gardaí,4,1,25.0
birds,8,2,25.0
2012,8,2,25.0
biopsy,8,2,25.0
candiolo,4,1,25.0
pipes,4,1,25.0
joined,16,4,25.0
reminded,12,3,25.0
feb,4,1,25.0
constitute,4,1,25.0
captured,4,1,25.0
ferguson,4,1,25.0
mess,4,1,25.0
boosting,4,1,25.0
duties,12,3,25.0
perceived,4,1,25.0
encourages,4,1,25.0
equation,4,1,25.0
prejudice,4,1,25.0
usually,20,5,25.0
capitalism,4,1,25.0
characteristic,4,1,25.0
highlight,4,1,25.0
pursuing,4,1,25.0
resulting,12,3,25.0
deed,4,1,25.0
expel,4,1,25.0
posed,8,2,25.0
exported,8,2,25.0
enhancing,4,1,25.0
pensioners,4,1,25.0
cried,4,1,25.0
